identificador,p_desercion,resultado_modelo
166399,0.0817,No deserta
166401,0.9271,Deserta
166402,0.7733,Deserta
166403,0.7125,Deserta
166494,0.0318,No deserta
166491,0.813,Deserta
166496,0.191,No deserta
166498,0.0474,No deserta
166495,0.1879,No deserta
166493,0.9288,Deserta
166497,0.754,Deserta
166492,0.0844,No deserta
166504,0.7748,Deserta
166499,0.3238,No deserta
166502,0.0087,No deserta
166505,0.5431,Deserta
166503,0.0331,No deserta
166500,0.0194,No deserta
166577,0.3701,No deserta
166580,0.3341,No deserta
166582,0.9526,Deserta
166581,0.926,Deserta
166583,0.0726,No deserta
166590,0.0615,No deserta
166588,0.0182,No deserta
166585,0.2202,No deserta
166584,0.1709,No deserta
166592,0.0304,No deserta
166587,0.016,No deserta
166586,0.9169,Deserta
166597,0.3592,No deserta
166598,0.1789,No deserta
166593,0.8719,Deserta
166594,0.2211,No deserta
166601,0.0952,No deserta
166653,0.1314,No deserta
166658,0.076,No deserta
166664,0.8875,Deserta
166666,0.8268,Deserta
166667,0.2372,No deserta
166661,0.0377,No deserta
166660,0.4095,No deserta
166662,0.1997,No deserta
166659,0.7767,Deserta
166663,0.2682,No deserta
166668,0.1345,No deserta
166744,0.6703,Deserta
166743,0.8835,Deserta
166745,0.8069,Deserta
166746,0.5353,Deserta
166763,0.1531,No deserta
166765,0.0404,No deserta
166766,0.0516,No deserta
166762,0.7534,Deserta
166784,0.0087,No deserta
166787,0.0367,No deserta
166796,0.1151,No deserta
166793,0.0732,No deserta
166792,0.2262,No deserta
166797,0.9265,Deserta
166789,0.0559,No deserta
166790,0.7795,Deserta
166791,0.0179,No deserta
166907,0.0105,No deserta
166906,0.842,Deserta
166905,0.8094,Deserta
166911,0.73,Deserta
166910,0.0195,No deserta
166908,0.1159,No deserta
166909,0.042,No deserta
166979,0.3753,No deserta
166980,0.2674,No deserta
167043,0.8004,Deserta
167044,0.1417,No deserta
167042,0.0889,No deserta
167055,0.0356,No deserta
167057,0.471,No deserta
167060,0.4128,No deserta
167053,0.226,No deserta
167054,0.1178,No deserta
167052,0.0351,No deserta
167058,0.6285,Deserta
167110,0.9008,Deserta
167100,0.6045,Deserta
167102,0.181,No deserta
167108,0.0775,No deserta
167101,0.0198,No deserta
167107,0.059,No deserta
167104,0.3339,No deserta
167105,0.0473,No deserta
167112,0.0563,No deserta
167111,0.2266,No deserta
167115,0.0504,No deserta
167114,0.8584,Deserta
167234,0.5441,Deserta
167236,0.9529,Deserta
167235,0.1777,No deserta
167271,0.0849,No deserta
167268,0.0835,No deserta
167270,0.1343,No deserta
167272,0.3631,No deserta
167274,0.1414,No deserta
167278,0.0655,No deserta
167273,0.0907,No deserta
167275,0.0221,No deserta
167277,0.9017,Deserta
167276,0.0138,No deserta
167298,0.1281,No deserta
167297,0.1028,No deserta
167296,0.1428,No deserta
167304,0.722,Deserta
167305,0.1516,No deserta
167306,0.0608,No deserta
167309,0.2173,No deserta
167303,0.026,No deserta
167310,0.0508,No deserta
167307,0.0258,No deserta
167313,0.2248,No deserta
167312,0.5768,Deserta
167392,0.1441,No deserta
167393,0.6177,Deserta
167396,0.0884,No deserta
167395,0.0179,No deserta
167397,0.4462,No deserta
167398,0.9114,Deserta
167402,0.7115,Deserta
167400,0.0794,No deserta
167401,0.03,No deserta
167406,0.6488,Deserta
167404,0.204,No deserta
167408,0.1938,No deserta
167516,0.1616,No deserta
167514,0.9252,Deserta
167515,0.5059,Deserta
167519,0.1271,No deserta
167518,0.8753,Deserta
167522,0.0172,No deserta
167523,0.0517,No deserta
167524,0.8934,Deserta
167525,0.0655,No deserta
167650,0.7436,Deserta
167651,0.4119,No deserta
167649,0.0152,No deserta
167652,0.2521,No deserta
167799,0.2569,No deserta
167802,0.7599,Deserta
167803,0.8572,Deserta
167801,0.0301,No deserta
167994,0.882,Deserta
167984,0.4919,No deserta
167999,0.0197,No deserta
167993,0.0416,No deserta
167997,0.2017,No deserta
167990,0.485,No deserta
167989,0.7478,Deserta
167995,0.4961,No deserta
167991,0.2816,No deserta
167985,0.0071,No deserta
168013,0.0379,No deserta
168008,0.6709,Deserta
168004,0.597,Deserta
168001,0.6938,Deserta
168012,0.0253,No deserta
168019,0.0819,No deserta
168014,0.4986,No deserta
168018,0.0454,No deserta
168017,0.0809,No deserta
168005,0.0369,No deserta
168015,0.4073,No deserta
168009,0.4862,No deserta
168010,0.9234,Deserta
168077,0.7902,Deserta
168074,0.8291,Deserta
168076,0.3108,No deserta
168109,0.8277,Deserta
168344,0.8797,Deserta
168345,0.0999,No deserta
168347,0.4063,No deserta
168348,0.7675,Deserta
168415,0.8834,Deserta
168515,0.7138,Deserta
168581,0.7737,Deserta
168591,0.0563,No deserta
168589,0.3211,No deserta
168588,0.2851,No deserta
168590,0.0309,No deserta
168592,0.2502,No deserta
168593,0.0917,No deserta
168598,0.021,No deserta
168601,0.196,No deserta
168600,0.812,Deserta
168599,0.0332,No deserta
168675,0.3611,No deserta
168740,0.616,Deserta
168741,0.069,No deserta
168737,0.0653,No deserta
168743,0.3923,No deserta
168742,0.8999,Deserta
168744,0.0181,No deserta
168773,0.0113,No deserta
168771,0.0233,No deserta
168775,0.4913,No deserta
168770,0.1709,No deserta
168772,0.8501,Deserta
168779,0.7377,Deserta
168780,0.5588,Deserta
168829,0.862,Deserta
168828,0.7223,Deserta
168824,0.7887,Deserta
168825,0.0375,No deserta
168830,0.1311,No deserta
168826,0.1357,No deserta
168868,0.0529,No deserta
168867,0.932,Deserta
168866,0.027,No deserta
168865,0.7325,Deserta
168869,0.0941,No deserta
168885,0.3823,No deserta
168886,0.5681,Deserta
168884,0.3225,No deserta
168887,0.0622,No deserta
168901,0.1136,No deserta
169059,0.7641,Deserta
169057,0.6958,Deserta
169058,0.1824,No deserta
169065,0.034,No deserta
169061,0.4548,No deserta
169062,0.7862,Deserta
169064,0.0475,No deserta
169077,0.3837,No deserta
169096,0.0045,No deserta
169100,0.6521,Deserta
169105,0.698,Deserta
169104,0.0658,No deserta
169106,0.2543,No deserta
169101,0.0516,No deserta
169102,0.9026,Deserta
169107,0.1909,No deserta
169099,0.1306,No deserta
169108,0.0769,No deserta
169109,0.0131,No deserta
169273,0.6874,Deserta
169272,0.6829,Deserta
169271,0.6659,Deserta
169306,0.3337,No deserta
169303,0.4028,No deserta
169323,0.0116,No deserta
169448,0.2683,No deserta
169472,0.4952,No deserta
169482,0.8502,Deserta
169486,0.8868,Deserta
169514,0.7165,Deserta
169644,0.9385,Deserta
169820,0.0221,No deserta
169867,0.2776,No deserta
169894,0.4769,No deserta
169972,0.76,Deserta
169973,0.2023,No deserta
169974,0.0643,No deserta
170135,0.352,No deserta
170136,0.0155,No deserta
170137,0.378,No deserta
170140,0.7806,Deserta
170141,0.2152,No deserta
170146,0.0219,No deserta
170147,0.6257,Deserta
170148,0.0372,No deserta
170150,0.5556,Deserta
170218,0.0439,No deserta
170228,0.3088,No deserta
170242,0.2067,No deserta
170241,0.4802,No deserta
170243,0.0389,No deserta
170262,0.7163,Deserta
170264,0.0079,No deserta
170318,0.062,No deserta
170329,0.0836,No deserta
170553,0.0844,No deserta
170596,0.0773,No deserta
170608,0.0293,No deserta
170606,0.1116,No deserta
170624,0.8478,Deserta
170660,0.6454,Deserta
170661,0.6155,Deserta
170659,0.075,No deserta
170662,0.0753,No deserta
170664,0.2701,No deserta
170666,0.0528,No deserta
170680,0.1212,No deserta
170679,0.1057,No deserta
170719,0.902,Deserta
170725,0.1314,No deserta
170720,0.4273,No deserta
170721,0.161,No deserta
170724,0.3759,No deserta
170723,0.1224,No deserta
170722,0.151,No deserta
170808,0.071,No deserta
170809,0.4377,No deserta
170810,0.277,No deserta
170824,0.2723,No deserta
170818,0.785,Deserta
170822,0.8268,Deserta
170823,0.1418,No deserta
170821,0.1036,No deserta
170820,0.0789,No deserta
170819,0.8484,Deserta
170851,0.1671,No deserta
170852,0.0926,No deserta
170853,0.2023,No deserta
170856,0.1076,No deserta
170947,0.0794,No deserta
170946,0.8148,Deserta
170950,0.5424,Deserta
170951,0.645,Deserta
171093,0.206,No deserta
171095,0.5907,Deserta
171092,0.1172,No deserta
171099,0.0661,No deserta
171100,0.1516,No deserta
171107,0.1128,No deserta
171110,0.091,No deserta
171121,0.5575,Deserta
171120,0.3109,No deserta
171118,0.1571,No deserta
171127,0.5147,Deserta
171125,0.079,No deserta
171124,0.0828,No deserta
171126,0.1763,No deserta
171162,0.5945,Deserta
171173,0.3485,No deserta
171171,0.4787,No deserta
171172,0.1606,No deserta
171170,0.8353,Deserta
171223,0.3166,No deserta
171231,0.2916,No deserta
171232,0.5368,Deserta
171306,0.0164,No deserta
171349,0.9493,Deserta
171350,0.8432,Deserta
171348,0.4188,No deserta
171347,0.5923,Deserta
171367,0.0825,No deserta
171370,0.7457,Deserta
171365,0.067,No deserta
171366,0.6883,Deserta
171368,0.0491,No deserta
171369,0.0508,No deserta
171401,0.6569,Deserta
171400,0.1147,No deserta
171403,0.1116,No deserta
171443,0.1903,No deserta
171479,0.6878,Deserta
171481,0.8972,Deserta
171480,0.5989,Deserta
171477,0.7873,Deserta
171517,0.2692,No deserta
171516,0.4331,No deserta
171518,0.1351,No deserta
171519,0.1369,No deserta
171521,0.1834,No deserta
171522,0.239,No deserta
171560,0.1083,No deserta
171561,0.0649,No deserta
171563,0.0615,No deserta
171564,0.1073,No deserta
171562,0.1899,No deserta
171567,0.4759,No deserta
171572,0.0842,No deserta
171627,0.1032,No deserta
171629,0.2689,No deserta
171632,0.3925,No deserta
171693,0.446,No deserta
171694,0.423,No deserta
171697,0.0107,No deserta
171696,0.2483,No deserta
171731,0.7665,Deserta
171773,0.2822,No deserta
171772,0.0735,No deserta
171789,0.2122,No deserta
171816,0.6492,Deserta
171843,0.6331,Deserta
171846,0.8278,Deserta
171876,0.6817,Deserta
171898,0.8735,Deserta
171899,0.3243,No deserta
171925,0.1886,No deserta
171926,0.0476,No deserta
171927,0.0394,No deserta
171930,0.888,Deserta
171931,0.1014,No deserta
171933,0.2583,No deserta
171934,0.4195,No deserta
172004,0.9134,Deserta
172012,0.1934,No deserta
172050,0.4755,No deserta
172049,0.1924,No deserta
172149,0.0374,No deserta
172150,0.5408,Deserta
172148,0.0575,No deserta
172146,0.0775,No deserta
172152,0.5017,Deserta
172154,0.3077,No deserta
172153,0.6734,Deserta
172182,0.1393,No deserta
172181,0.1983,No deserta
172189,0.7717,Deserta
172190,0.4415,No deserta
172208,0.0517,No deserta
172279,0.0272,No deserta
172280,0.0972,No deserta
172282,0.6004,Deserta
172283,0.2303,No deserta
172281,0.1972,No deserta
172291,0.2173,No deserta
172296,0.194,No deserta
172294,0.8293,Deserta
172292,0.8328,Deserta
172293,0.1729,No deserta
172300,0.0967,No deserta
172299,0.8374,Deserta
172345,0.0367,No deserta
172351,0.1188,No deserta
172348,0.5163,Deserta
172435,0.2406,No deserta
172473,0.1345,No deserta
172476,0.2106,No deserta
172475,0.6088,Deserta
172477,0.8569,Deserta
172481,0.8725,Deserta
172482,0.6591,Deserta
172483,0.0456,No deserta
172601,0.8627,Deserta
172600,0.5291,Deserta
172605,0.4889,No deserta
172611,0.0602,No deserta
172610,0.0248,No deserta
172614,0.4241,No deserta
172661,0.2665,No deserta
172667,0.8315,Deserta
172662,0.0506,No deserta
172663,0.0664,No deserta
172666,0.1298,No deserta
172665,0.7975,Deserta
172668,0.1008,No deserta
172673,0.1378,No deserta
172674,0.5943,Deserta
172675,0.5778,Deserta
172677,0.9058,Deserta
172775,0.1947,No deserta
172774,0.1277,No deserta
172779,0.0601,No deserta
172783,0.8395,Deserta
172784,0.8884,Deserta
172789,0.6094,Deserta
172787,0.7028,Deserta
172788,0.8027,Deserta
172790,0.665,Deserta
172785,0.2425,No deserta
172898,0.7251,Deserta
172897,0.0634,No deserta
172899,0.0596,No deserta
172901,0.5634,Deserta
172902,0.7738,Deserta
172905,0.0938,No deserta
172904,0.0361,No deserta
172906,0.6072,Deserta
172907,0.6802,Deserta
173015,0.4316,No deserta
173014,0.1232,No deserta
173021,0.1473,No deserta
173019,0.864,Deserta
173020,0.1867,No deserta
173018,0.8151,Deserta
173139,0.8796,Deserta
173133,0.0522,No deserta
173136,0.1268,No deserta
173138,0.0864,No deserta
173135,0.2889,No deserta
173140,0.3835,No deserta
173144,0.3693,No deserta
173276,0.0486,No deserta
173277,0.1361,No deserta
173282,0.0814,No deserta
173283,0.188,No deserta
173281,0.5258,Deserta
173286,0.5338,Deserta
173279,0.0358,No deserta
173285,0.6291,Deserta
173288,0.0185,No deserta
173295,0.6929,Deserta
173293,0.4633,No deserta
173300,0.1073,No deserta
173298,0.1435,No deserta
173297,0.4433,No deserta
173294,0.269,No deserta
173347,0.2136,No deserta
173456,0.7822,Deserta
173458,0.1389,No deserta
173462,0.0141,No deserta
173525,0.6301,Deserta
173523,0.0329,No deserta
173524,0.0574,No deserta
173521,0.7135,Deserta
173533,0.1213,No deserta
173532,0.4588,No deserta
173529,0.5085,Deserta
173531,0.6372,Deserta
173535,0.3051,No deserta
173534,0.318,No deserta
173612,0.0357,No deserta
173611,0.8393,Deserta
173614,0.0451,No deserta
173619,0.034,No deserta
173613,0.8508,Deserta
173616,0.8386,Deserta
173624,0.9482,Deserta
173625,0.5512,Deserta
173627,0.6405,Deserta
173629,0.7344,Deserta
173666,0.8123,Deserta
173785,0.6093,Deserta
173801,0.1433,No deserta
173857,0.0335,No deserta
173860,0.2266,No deserta
173863,0.281,No deserta
173861,0.5425,Deserta
173862,0.1007,No deserta
173859,0.0456,No deserta
173855,0.0643,No deserta
173873,0.7009,Deserta
173869,0.7085,Deserta
173867,0.2333,No deserta
173871,0.8001,Deserta
173874,0.3231,No deserta
173868,0.3662,No deserta
173870,0.4702,No deserta
174043,0.0676,No deserta
174126,0.7788,Deserta
174146,0.3807,No deserta
174142,0.8459,Deserta
174144,0.0742,No deserta
174145,0.7946,Deserta
174156,0.8659,Deserta
174154,0.4695,No deserta
174157,0.1414,No deserta
174160,0.3575,No deserta
174158,0.1577,No deserta
174159,0.056,No deserta
174161,0.5004,Deserta
174229,0.7483,Deserta
174227,0.1691,No deserta
174228,0.1485,No deserta
174233,0.0907,No deserta
174230,0.1389,No deserta
174239,0.0321,No deserta
174242,0.2517,No deserta
174235,0.0282,No deserta
174244,0.0666,No deserta
174238,0.2741,No deserta
174245,0.8139,Deserta
174237,0.439,No deserta
174236,0.0327,No deserta
174251,0.054,No deserta
174248,0.5901,Deserta
174253,0.9231,Deserta
174254,0.0932,No deserta
174252,0.6088,Deserta
174256,0.0905,No deserta
174247,0.6989,Deserta
174249,0.0566,No deserta
174250,0.2151,No deserta
174255,0.0174,No deserta
174268,0.0806,No deserta
174261,0.5808,Deserta
174259,0.0516,No deserta
174269,0.8579,Deserta
174258,0.8498,Deserta
174263,0.0196,No deserta
174265,0.0485,No deserta
174266,0.1911,No deserta
174267,0.1533,No deserta
174260,0.8824,Deserta
174282,0.2451,No deserta
174270,0.0775,No deserta
174280,0.0547,No deserta
174271,0.2007,No deserta
174283,0.3784,No deserta
174278,0.019,No deserta
174276,0.8502,Deserta
174272,0.092,No deserta
174281,0.1151,No deserta
174277,0.6403,Deserta
174291,0.845,Deserta
174295,0.047,No deserta
174284,0.0869,No deserta
174292,0.1154,No deserta
174294,0.1742,No deserta
174290,0.4152,No deserta
174285,0.2069,No deserta
174288,0.0465,No deserta
174286,0.0356,No deserta
174301,0.2956,No deserta
174302,0.0424,No deserta
174303,0.5597,Deserta
174296,0.0426,No deserta
174299,0.0481,No deserta
174305,0.7607,Deserta
174300,0.0738,No deserta
174306,0.332,No deserta
174297,0.8761,Deserta
174398,0.8539,Deserta
174399,0.0307,No deserta
174397,0.0434,No deserta
174407,0.1003,No deserta
174408,0.5401,Deserta
174532,0.7497,Deserta
174628,0.2788,No deserta
174619,0.6569,Deserta
174622,0.0396,No deserta
174617,0.8693,Deserta
174626,0.0493,No deserta
174627,0.23,No deserta
174623,0.7663,Deserta
174624,0.8096,Deserta
174634,0.4287,No deserta
174636,0.2817,No deserta
174635,0.3172,No deserta
174632,0.2012,No deserta
174629,0.9473,Deserta
174630,0.8992,Deserta
174633,0.9271,Deserta
174631,0.7808,Deserta
174891,0.0034,No deserta
174900,0.0515,No deserta
174895,0.7478,Deserta
174898,0.5985,Deserta
174899,0.0887,No deserta
174894,0.0933,No deserta
174901,0.7627,Deserta
174902,0.0957,No deserta
174908,0.1555,No deserta
174909,0.4257,No deserta
174905,0.1415,No deserta
174907,0.5173,Deserta
174906,0.7397,Deserta
174933,0.7382,Deserta
174939,0.5153,Deserta
174945,0.1087,No deserta
175106,0.2223,No deserta
175108,0.1668,No deserta
175111,0.0451,No deserta
175113,0.4058,No deserta
175150,0.0526,No deserta
175152,0.0418,No deserta
175260,0.0342,No deserta
175263,0.0427,No deserta
175259,0.0714,No deserta
175270,0.8779,Deserta
175273,0.4699,No deserta
175264,0.5288,Deserta
175268,0.768,Deserta
175265,0.298,No deserta
175267,0.0757,No deserta
175271,0.5103,Deserta
175274,0.5866,Deserta
175323,0.0327,No deserta
175329,0.0983,No deserta
175330,0.3195,No deserta
175328,0.0696,No deserta
175493,0.8525,Deserta
175490,0.7404,Deserta
175491,0.3008,No deserta
175492,0.096,No deserta
175500,0.5672,Deserta
175501,0.3035,No deserta
175504,0.787,Deserta
175502,0.7946,Deserta
175503,0.2114,No deserta
175730,0.8265,Deserta
175731,0.7143,Deserta
175729,0.8988,Deserta
175732,0.8781,Deserta
175822,0.0468,No deserta
175823,0.0594,No deserta
175828,0.1367,No deserta
175829,0.0806,No deserta
175950,0.8427,Deserta
175949,0.4943,No deserta
175973,0.0569,No deserta
176028,0.5936,Deserta
176029,0.1865,No deserta
176054,0.0272,No deserta
176058,0.9139,Deserta
176059,0.794,Deserta
176146,0.894,Deserta
176191,0.3285,No deserta
176644,0.0474,No deserta
176679,0.6777,Deserta
176756,0.6652,Deserta
176786,0.1069,No deserta
177229,0.8216,Deserta
177231,0.7745,Deserta
177230,0.2007,No deserta
177232,0.9362,Deserta
177234,0.4352,No deserta
177255,0.0644,No deserta
177412,0.2964,No deserta
177422,0.8605,Deserta
177450,0.2331,No deserta
177451,0.6514,Deserta
177453,0.8325,Deserta
177454,0.3244,No deserta
177455,0.6756,Deserta
177460,0.0703,No deserta
177470,0.6451,Deserta
177473,0.3371,No deserta
177483,0.0953,No deserta
177482,0.0696,No deserta
177513,0.3763,No deserta
177515,0.8367,Deserta
177516,0.3699,No deserta
177520,0.3398,No deserta
177521,0.1586,No deserta
177519,0.2092,No deserta
177522,0.3228,No deserta
177518,0.4612,No deserta
177523,0.1841,No deserta
177558,0.8536,Deserta
177560,0.1038,No deserta
177559,0.6027,Deserta
177580,0.8237,Deserta
177582,0.2863,No deserta
177595,0.2868,No deserta
177618,0.1056,No deserta
177620,0.1616,No deserta
177619,0.789,Deserta
177628,0.1988,No deserta
177629,0.1295,No deserta
177630,0.0611,No deserta
177650,0.2117,No deserta
177673,0.8241,Deserta
177674,0.3543,No deserta
177675,0.1091,No deserta
177686,0.0623,No deserta
177688,0.3785,No deserta
177689,0.7727,Deserta
177720,0.84,Deserta
177719,0.2417,No deserta
177718,0.2639,No deserta
177760,0.7043,Deserta
177772,0.5741,Deserta
177776,0.3788,No deserta
177802,0.2444,No deserta
177803,0.6967,Deserta
177820,0.2495,No deserta
177839,0.1153,No deserta
177840,0.1536,No deserta
177842,0.1531,No deserta
177841,0.9266,Deserta
177853,0.7233,Deserta
177864,0.1002,No deserta
177865,0.7297,Deserta
177917,0.655,Deserta
177919,0.0525,No deserta
177920,0.7084,Deserta
177987,0.262,No deserta
177986,0.1912,No deserta
178013,0.1516,No deserta
178012,0.1154,No deserta
178014,0.754,Deserta
178049,0.1947,No deserta
178050,0.4769,No deserta
178086,0.2297,No deserta
178088,0.0855,No deserta
178094,0.1559,No deserta
178116,0.1462,No deserta
178164,0.1103,No deserta
178183,0.2037,No deserta
178186,0.1286,No deserta
178187,0.2825,No deserta
178188,0.1847,No deserta
178250,0.1799,No deserta
178253,0.1414,No deserta
178255,0.0376,No deserta
178251,0.2945,No deserta
178249,0.1783,No deserta
178263,0.5945,Deserta
178259,0.1889,No deserta
178256,0.2673,No deserta
178261,0.0678,No deserta
178257,0.802,Deserta
178260,0.2081,No deserta
178371,0.0569,No deserta
178366,0.202,No deserta
178367,0.1745,No deserta
178368,0.1256,No deserta
178365,0.1178,No deserta
178364,0.1489,No deserta
178372,0.3928,No deserta
178362,0.0917,No deserta
178374,0.0372,No deserta
178375,0.8857,Deserta
178378,0.1048,No deserta
178382,0.6856,Deserta
178381,0.0998,No deserta
178383,0.3451,No deserta
178379,0.7212,Deserta
178422,0.0753,No deserta
178423,0.1824,No deserta
178419,0.1588,No deserta
178426,0.0325,No deserta
178428,0.0596,No deserta
178421,0.2674,No deserta
178427,0.0729,No deserta
178424,0.0716,No deserta
178425,0.2037,No deserta
178467,0.1715,No deserta
178476,0.1644,No deserta
178479,0.0322,No deserta
178480,0.1085,No deserta
178470,0.046,No deserta
178475,0.2597,No deserta
178468,0.0392,No deserta
178471,0.0519,No deserta
178478,0.0382,No deserta
178477,0.1189,No deserta
178474,0.1545,No deserta
178472,0.5399,Deserta
178482,0.1512,No deserta
178572,0.0726,No deserta
178581,0.0273,No deserta
178578,0.3704,No deserta
178576,0.0387,No deserta
178573,0.11,No deserta
178577,0.073,No deserta
178574,0.0854,No deserta
178579,0.0612,No deserta
178575,0.2035,No deserta
178585,0.2315,No deserta
178583,0.0918,No deserta
178584,0.1037,No deserta
178582,0.2179,No deserta
178620,0.2152,No deserta
178618,0.126,No deserta
178625,0.3759,No deserta
178624,0.0834,No deserta
178623,0.0841,No deserta
178622,0.1336,No deserta
178617,0.0805,No deserta
178616,0.123,No deserta
178621,0.0915,No deserta
178629,0.0656,No deserta
178626,0.1794,No deserta
178627,0.0889,No deserta
178637,0.2469,No deserta
178635,0.827,Deserta
178821,0.0374,No deserta
178819,0.1826,No deserta
178820,0.1426,No deserta
178832,0.0441,No deserta
178823,0.0962,No deserta
178824,0.0358,No deserta
178827,0.1325,No deserta
178829,0.0808,No deserta
178836,0.0721,No deserta
178826,0.2111,No deserta
178835,0.0778,No deserta
178831,0.06,No deserta
178828,0.0647,No deserta
178837,0.2497,No deserta
178840,0.0647,No deserta
178839,0.0503,No deserta
178849,0.1573,No deserta
178851,0.1216,No deserta
178848,0.5135,Deserta
178843,0.0598,No deserta
178852,0.1719,No deserta
178847,0.1297,No deserta
178853,0.7323,Deserta
178846,0.0926,No deserta
178854,0.5979,Deserta
178842,0.2049,No deserta
178844,0.0698,No deserta
178984,0.615,Deserta
178983,0.038,No deserta
178979,0.0563,No deserta
178987,0.0432,No deserta
178980,0.0885,No deserta
178988,0.0696,No deserta
178986,0.0419,No deserta
178985,0.0737,No deserta
178982,0.0764,No deserta
178981,0.0447,No deserta
178989,0.1112,No deserta
178992,0.3786,No deserta
178991,0.1619,No deserta
179098,0.1255,No deserta
179097,0.0447,No deserta
179092,0.1979,No deserta
179096,0.7791,Deserta
179093,0.0721,No deserta
179094,0.3503,No deserta
179091,0.1466,No deserta
179095,0.0448,No deserta
179104,0.0366,No deserta
179103,0.0915,No deserta
179102,0.1909,No deserta
179101,0.1039,No deserta
179099,0.0335,No deserta
179106,0.0348,No deserta
179107,0.0908,No deserta
179100,0.1352,No deserta
179211,0.182,No deserta
179213,0.0528,No deserta
179214,0.0596,No deserta
179210,0.0257,No deserta
179208,0.3668,No deserta
179212,0.7523,Deserta
179207,0.1248,No deserta
179215,0.1934,No deserta
179209,0.0804,No deserta
179277,0.0579,No deserta
179274,0.0733,No deserta
179272,0.079,No deserta
179278,0.1175,No deserta
179273,0.1518,No deserta
179275,0.1054,No deserta
179276,0.0247,No deserta
179282,0.0743,No deserta
179280,0.0453,No deserta
179285,0.0521,No deserta
179284,0.6663,Deserta
179281,0.0564,No deserta
179288,0.1029,No deserta
179290,0.2981,No deserta
179293,0.1257,No deserta
179292,0.0878,No deserta
179287,0.2065,No deserta
179295,0.3384,No deserta
179296,0.3202,No deserta
179297,0.0619,No deserta
179291,0.1509,No deserta
179304,0.2516,No deserta
179360,0.0712,No deserta
179362,0.1669,No deserta
179365,0.6124,Deserta
179363,0.0916,No deserta
179361,0.4499,No deserta
179366,0.1391,No deserta
179414,0.2376,No deserta
179417,0.0393,No deserta
179418,0.1365,No deserta
179416,0.1303,No deserta
179422,0.0965,No deserta
179420,0.0526,No deserta
179421,0.0404,No deserta
179426,0.1456,No deserta
179430,0.0707,No deserta
179425,0.0913,No deserta
179431,0.0534,No deserta
179433,0.2369,No deserta
179428,0.1003,No deserta
179429,0.0517,No deserta
179423,0.0169,No deserta
179427,0.153,No deserta
179435,0.0977,No deserta
179436,0.7839,Deserta
179552,0.0674,No deserta
179954,0.0894,No deserta
179962,0.0786,No deserta
179958,0.0699,No deserta
179961,0.2009,No deserta
179959,0.0913,No deserta
179956,0.0956,No deserta
179960,0.2078,No deserta
179955,0.1369,No deserta
179966,0.714,Deserta
179964,0.0368,No deserta
179965,0.0595,No deserta
179968,0.1291,No deserta
179967,0.1,No deserta
179969,0.0504,No deserta
180128,0.0843,No deserta
180125,0.0461,No deserta
180132,0.1399,No deserta
180129,0.0378,No deserta
180134,0.0934,No deserta
180140,0.0655,No deserta
180139,0.0641,No deserta
180135,0.083,No deserta
180137,0.2397,No deserta
180141,0.184,No deserta
180243,0.6386,Deserta
180253,0.3574,No deserta
180244,0.0399,No deserta
180245,0.0948,No deserta
180251,0.1134,No deserta
180249,0.1555,No deserta
180246,0.0738,No deserta
180254,0.0382,No deserta
180255,0.6743,Deserta
180258,0.0855,No deserta
180252,0.4723,No deserta
180247,0.0612,No deserta
180257,0.2878,No deserta
180262,0.1701,No deserta
180259,0.4741,No deserta
180260,0.0622,No deserta
180265,0.1355,No deserta
180266,0.3583,No deserta
180267,0.1661,No deserta
180264,0.2387,No deserta
180313,0.0375,No deserta
180314,0.1114,No deserta
180311,0.0991,No deserta
180312,0.0801,No deserta
180316,0.1173,No deserta
180318,0.1956,No deserta
180329,0.0276,No deserta
180328,0.5654,Deserta
180324,0.133,No deserta
180330,0.049,No deserta
180326,0.1332,No deserta
180320,0.053,No deserta
180327,0.0226,No deserta
180323,0.0806,No deserta
180319,0.4887,No deserta
180325,0.0848,No deserta
180317,0.0775,No deserta
180337,0.0606,No deserta
180336,0.2015,No deserta
180338,0.1945,No deserta
180333,0.0438,No deserta
180331,0.0427,No deserta
180334,0.0592,No deserta
180335,0.0492,No deserta
180332,0.6732,Deserta
180342,0.2211,No deserta
180340,0.0482,No deserta
180344,0.8035,Deserta
180341,0.1443,No deserta
180346,0.2173,No deserta
180351,0.5635,Deserta
180345,0.2815,No deserta
180348,0.2003,No deserta
180350,0.0671,No deserta
180347,0.226,No deserta
180349,0.5559,Deserta
180397,0.1244,No deserta
180406,0.0617,No deserta
180403,0.0842,No deserta
180405,0.1175,No deserta
180401,0.7447,Deserta
180399,0.0931,No deserta
180402,0.0506,No deserta
180404,0.316,No deserta
180409,0.0614,No deserta
180407,0.0934,No deserta
180410,0.1887,No deserta
180411,0.1174,No deserta
180508,0.0986,No deserta
180509,0.0553,No deserta
180510,0.3872,No deserta
180512,0.2241,No deserta
180511,0.5144,Deserta
180513,0.0812,No deserta
180515,0.0717,No deserta
180514,0.1901,No deserta
180534,0.094,No deserta
180639,0.2851,No deserta
180642,0.0858,No deserta
180638,0.1347,No deserta
180641,0.1678,No deserta
180644,0.1441,No deserta
180643,0.4091,No deserta
180645,0.0662,No deserta
180794,0.5102,Deserta
180799,0.121,No deserta
180798,0.0952,No deserta
180796,0.0455,No deserta
180797,0.3507,No deserta
180856,0.1242,No deserta
